Source,Target,Label
ns:m.07vj7,ns:m.07sbkfb,ns:computer.programming_language.influenced
ns:m.07vj7,ns:m.05y49,ns:computer.programming_language.influenced_by
ns:m.07vj7,ns:m.05y49,ns:computer.programming_language.parent_language
ns:m.07x3g,ns:m.0w677kq,ns:computer.programming_language.influenced
ns:m.080l1,ns:m.03790v,ns:computer.programming_language.influenced
ns:m.080l1,ns:m.0fp_1y,ns:computer.programming_language.influenced_by
ns:m.080ycj,ns:m.04kyw,ns:computer.programming_language.influenced_by
ns:m.083g1v,ns:m.05mrv,ns:computer.programming_language.influenced_by
ns:m.083g1v,ns:m.05y49,ns:computer.programming_language.influenced_by
ns:m.083g1v,ns:m.0kzb_,ns:computer.programming_language.influenced_by
ns:m.084pb2,ns:m.02qwj88,ns:computer.programming_language.influenced
ns:m.084pb2,ns:m.0f1qvd,ns:computer.programming_language.influenced
ns:m.084pb2,ns:m.02p97,ns:computer.programming_language.influenced_by
ns:m.084pb2,ns:m.05z1_,ns:computer.programming_language.influenced_by
ns:m.084pb2,ns:m.0chpd,ns:computer.programming_language.influenced_by
ns:m.084pb2,ns:m.0jgqg,ns:computer.programming_language.influenced_by
ns:m.0872gs,ns:m.0jgqg,ns:computer.programming_language.influenced_by
ns:m.0872gs,ns:m.0n6y,ns:computer.programming_language.influenced_by
ns:m.08745,ns:m.03d4cmc,ns:computer.programming_language.influenced
ns:m.08745,ns:m.03g20,ns:computer.programming_language.influenced
ns:m.08745,ns:m.02z3d4k,ns:computer.programming_language.dialects
ns:m.08745,ns:m.0879f,ns:computer.programming_language.dialects
ns:m.08745,ns:m.0cm55,ns:computer.programming_language.dialects
ns:m.08745,ns:m.03d4cmc,ns:computer.programming_language.parent_language
ns:m.0876r1,ns:m.0jp72,ns:computer.programming_language.influenced
ns:m.0876r1,ns:m.03n0b_,ns:computer.programming_language.influenced_by
ns:m.0879f,ns:m.08745,ns:computer.programming_language.parent_language
ns:m.087l8,ns:m.01s_63,ns:computer.programming_language.influenced
ns:m.087l8,ns:m.04jpg89,ns:computer.programming_language.influenced
ns:m.087l8,ns:m.0hndcvk,ns:computer.programming_language.influenced
ns:m.087l8,ns:m.0w7msm6,ns:computer.programming_language.influenced
ns:m.087l8,ns:m.05b4196,ns:computer.programming_language.influenced_by
ns:m.087l8,ns:m.02z3d4k,ns:computer.programming_language.dialects
ns:m.089pf,ns:m.02p6w,ns:computer.programming_language.influenced
ns:m.08f3sg,ns:m.03j_q,ns:computer.programming_language.influenced_by
ns:m.08f3sg,ns:m.040zrk,ns:computer.programming_language.influenced_by
ns:m.08f3sg,ns:m.075st,ns:computer.programming_language.influenced_by
ns:m.08jcqx,ns:m.03sjgv,ns:computer.programming_language.influenced
ns:m.08jcqx,ns:m.03j_q,ns:computer.programming_language.influenced_by
ns:m.08jcqx,ns:m.05y49,ns:computer.programming_language.influenced_by
ns:m.08n_r2,ns:m.07657k,ns:computer.programming_language.influenced_by
ns:m.08pndh,ns:m.08pytf,ns:computer.programming_language.influenced_by
ns:m.08pytf,ns:m.08pndh,ns:computer.programming_language.influenced
ns:m.08pytf,ns:m.02p6w,ns:computer.programming_language.influenced_by
ns:m.08pytf,ns:m.07657k,ns:computer.programming_language.influenced_by
ns:m.08pytf,ns:m.07657k,ns:computer.programming_language.parent_language
ns:m.08yy56,ns:m.01t6b,ns:computer.programming_language.influenced_by
ns:m.08yy56,ns:m.02m_jv,ns:computer.programming_language.influenced_by
ns:m.08yy56,ns:m.0521z,ns:computer.programming_language.influenced_by
ns:m.091hdj,ns:m.010sd4y3,ns:computer.programming_language.influenced
ns:m.091hdj,ns:m.01jt82,ns:computer.programming_language.influenced
ns:m.091hdj,ns:m.02ldnl,ns:computer.programming_language.influenced
ns:m.091hdj,ns:m.04jfk1r,ns:computer.programming_language.influenced
ns:m.091hdj,ns:m.05zp9j,ns:computer.programming_language.influenced
ns:m.091hdj,ns:m.0_lcrx4,ns:computer.programming_language.influenced
ns:m.091hdj,ns:m.0glrmdf,ns:computer.programming_language.influenced
ns:m.091hdj,ns:m.0jt5dtg,ns:computer.programming_language.influenced
ns:m.091hdj,ns:m.0k9hf94,ns:computer.programming_language.influenced
ns:m.091hdj,ns:m.01m1y8,ns:computer.programming_language.influenced_by
ns:m.091hdj,ns:m.02jxfs,ns:computer.programming_language.influenced_by
ns:m.091hdj,ns:m.02mm3,ns:computer.programming_language.influenced_by
ns:m.091hdj,ns:m.02p6w,ns:computer.programming_language.influenced_by
ns:m.091hdj,ns:m.03j_q,ns:computer.programming_language.influenced_by
ns:m.091hdj,ns:m.04kyw,ns:computer.programming_language.influenced_by
ns:m.091hdj,ns:m.055mc,ns:computer.programming_language.influenced_by
ns:m.091hdj,ns:m.06zrb,ns:computer.programming_language.influenced_by
ns:m.091hdj,ns:m.070d2,ns:computer.programming_language.influenced_by
ns:m.091hdj,ns:m.07sbkfb,ns:computer.programming_language.influenced_by
ns:m.091hdj,ns:m.0pkgc,ns:computer.programming_language.influenced_by
ns:m.091hdj,ns:m.07sbkfb,ns:computer.programming_language.parent_language
ns:m.0932gx,ns:m.05wgtq,ns:computer.programming_language.influenced
ns:m.0974fb,ns:m.03yb8hb,ns:computer.programming_language.influenced
ns:m.0974fb,ns:m.06zrb,ns:computer.programming_language.influenced
ns:m.0974fb,ns:m.0dsbpg6,ns:computer.programming_language.influenced
ns:m.0974fb,ns:m.02p6w,ns:computer.programming_language.influenced_by
ns:m.0974fb,ns:m.04kyw,ns:computer.programming_language.influenced_by
ns:m.0974fb,ns:m.06zrb,ns:computer.programming_language.influenced_by
ns:m.0974fb,ns:m.04kyw,ns:computer.programming_language.parent_language
ns:m.0974fb,ns:m.06zrb,ns:computer.programming_language.parent_language
ns:m.09bhx,ns:m.028167f,ns:computer.programming_language.influenced
ns:m.09bhx,ns:m.0bfq5w,ns:computer.programming_language.influenced
ns:m.09bhx,ns:m.01xxttx,ns:computer.programming_language.influenced_by
ns:m.09bhx,ns:m.04kyw,ns:computer.programming_language.influenced_by
ns:m.09bhx,ns:m.04n8q,ns:computer.programming_language.influenced_by
ns:m.09bhx,ns:m.070d2,ns:computer.programming_language.influenced_by
ns:m.09bhx,ns:m.079l6,ns:computer.programming_language.influenced_by
ns:m.09bhx,ns:m.0gd42,ns:computer.programming_language.influenced_by
ns:m.09bhx,ns:m.070d2,ns:computer.programming_language.parent_language
ns:m.09c3bc,ns:m.07fw2,ns:computer.programming_language.influenced_by
ns:m.09f4b_,ns:m.01q7b0,ns:computer.programming_language.influenced_by
ns:m.09fj2k,ns:m.04kyw,ns:computer.programming_language.influenced_by
ns:m.09gbxjr,ns:m.01j9gq,ns:computer.programming_language.influenced_by
ns:m.09gbxjr,ns:m.01t6b,ns:computer.programming_language.influenced_by
ns:m.09gbxjr,ns:m.057fd,ns:computer.programming_language.influenced_by
ns:m.09gbxjr,ns:m.05mrv,ns:computer.programming_language.influenced_by
ns:m.09gbxjr,ns:m.05p0d,ns:computer.programming_language.influenced_by
ns:m.09gbxjr,ns:m.05y49,ns:computer.programming_language.influenced_by
ns:m.09gbxjr,ns:m.05z1_,ns:computer.programming_language.influenced_by
ns:m.09gbxjr,ns:m.067916,ns:computer.programming_language.influenced_by
ns:m.09gbxjr,ns:m.09gdqsb,ns:computer.programming_language.influenced_by
ns:m.09gdqsb,ns:m.01j9gq,ns:computer.programming_language.influenced
ns:m.09gdqsb,ns:m.067916,ns:computer.programming_language.influenced
ns:m.09gdqsb,ns:m.09gbxjr,ns:computer.programming_language.influenced
ns:m.09gdqsb,ns:m.0dsbpg6,ns:computer.programming_language.influenced
ns:m.09gdqsb,ns:m.01ksbf,ns:computer.programming_language.influenced_by
ns:m.09gdqsb,ns:m.01t6b,ns:computer.programming_language.influenced_by
ns:m.09gjwxg,ns:m.02pmq0l,ns:computer.programming_language.influenced_by
ns:m.09gjwxg,ns:m.05p0d,ns:computer.programming_language.influenced_by
ns:m.09gjwxg,ns:m.05y49,ns:computer.programming_language.influenced_by
ns:m.09gjwxg,ns:m.0bxzs64,ns:computer.programming_language.influenced_by
ns:m.09jsd,ns:m.02yjg_,ns:computer.programming_language.parent_language
ns:m.09jsd,ns:m.05y49,ns:computer.programming_language.parent_language
ns:m.09k75js,ns:m.01kbt7,ns:computer.programming_language.influenced_by
ns:m.09k75js,ns:m.02yjg_,ns:computer.programming_language.influenced_by
ns:m.09k75js,ns:m.04bd1c,ns:computer.programming_language.influenced_by
ns:m.09k75js,ns:m.05z1_,ns:computer.programming_language.influenced_by
ns:m.09kns0,ns:m.01t6b,ns:computer.programming_language.influenced_by
ns:m.09sj9r,ns:m.01t6b,ns:computer.programming_language.influenced_by
ns:m.09sj9r,ns:m.03j_q,ns:computer.programming_language.influenced_by
ns:m.09sj9r,ns:m.055mc,ns:computer.programming_language.influenced_by
ns:m.09trtv,ns:m.02z81,ns:computer.programming_language.influenced_by
ns:m.09y8k4,ns:m.0220x4q,ns:computer.programming_language.influenced
ns:m.0_1m8mq,ns:m.04g2qjv,ns:computer.programming_language.influenced_by
ns:m.0_1m8mq,ns:m.0q1d,ns:computer.programming_language.influenced_by
ns:m.0_1m8mq,ns:m.0q1d,ns:computer.programming_language.parent_language
ns:m.0_82v0s,ns:m.0pl075p,ns:computer.programming_language.influenced
ns:m.0_82v0s,ns:m.01tlw,ns:computer.programming_language.influenced_by
ns:m.0_82v0s,ns:m.02mm3,ns:computer.programming_language.influenced_by
ns:m.0_82v0s,ns:m.06zrb,ns:computer.programming_language.influenced_by
ns:m.0_82v0s,ns:m.0pl075p,ns:computer.programming_language.influenced_by
ns:m.0_82v0s,ns:m.02mm3,ns:computer.programming_language.parent_language
ns:m.0_82v0s,ns:m.04kyw,ns:computer.programming_language.parent_language
ns:m.0_l9rcz,ns:m.01jt82,ns:computer.programming_language.influenced_by
ns:m.0_l9rcz,ns:m.02p97,ns:computer.programming_language.influenced_by
ns:m.0_l9rcz,ns:m.03j_q,ns:computer.programming_language.influenced_by
ns:m.0_l9rcz,ns:m.0hjc5m0,ns:computer.programming_language.influenced_by
ns:m.0_lcrx4,ns:m.02js86,ns:computer.programming_language.influenced_by
ns:m.0_lcrx4,ns:m.07657k,ns:computer.programming_language.influenced_by
ns:m.0_lcrx4,ns:m.07sbkfb,ns:computer.programming_language.influenced_by
ns:m.0_lcrx4,ns:m.091hdj,ns:computer.programming_language.influenced_by
ns:m.0_lmkkm,ns:m.05y49,ns:computer.programming_language.parent_language
ns:m.0b1wj0,ns:m.0q2c,ns:computer.programming_language.influenced_by
ns:m.0b79zw,ns:m.076kx1,ns:computer.programming_language.parent_language
ns:m.0b_pm5,ns:m.04zs6,ns:computer.programming_language.parent_language
ns:m.0bbtm17,ns:m.019p2,ns:computer.programming_language.influenced
ns:m.0bbtm17,ns:m.01dy_r,ns:computer.programming_language.influenced
ns:m.0bbtm17,ns:m.01hxzg,ns:computer.programming_language.influenced
ns:m.0bbtm17,ns:m.01t6b,ns:computer.programming_language.influenced
ns:m.0bbtm17,ns:m.0338k6,ns:computer.programming_language.influenced
ns:m.0bbtm17,ns:m.03ff_9,ns:computer.programming_language.influenced
ns:m.0bbtm17,ns:m.03ny70,ns:computer.programming_language.influenced
ns:m.0bbtm17,ns:m.05y49,ns:computer.programming_language.influenced
ns:m.0bbtm17,ns:m.079l6,ns:computer.programming_language.influenced
ns:m.0bbtm17,ns:m.0g9z2kh,ns:computer.programming_language.influenced
ns:m.0bbtm17,ns:m.0n6y,ns:computer.programming_language.influenced
ns:m.0bbtm17,ns:m.03s53r,ns:computer.programming_language.influenced_by
ns:m.0bbtm17,ns:m.0q1x,ns:computer.programming_language.parent_language
ns:m.0bfn7f,ns:m.0bgj_v,ns:computer.programming_language.influenced
ns:m.0bfq5w,ns:m.028167f,ns:computer.programming_language.influenced
ns:m.0bfq5w,ns:m.037xjq,ns:computer.programming_language.influenced_by
ns:m.0bfq5w,ns:m.03jdp,ns:computer.programming_language.influenced_by
ns:m.0bfq5w,ns:m.047sfsb,ns:computer.programming_language.influenced_by
ns:m.0bfq5w,ns:m.04n8q,ns:computer.programming_language.influenced_by
ns:m.0bfq5w,ns:m.070d2,ns:computer.programming_language.influenced_by
ns:m.0bfq5w,ns:m.09bhx,ns:computer.programming_language.influenced_by
ns:m.0bfq5w,ns:m.0gzx5x,ns:computer.programming_language.influenced_by
ns:m.0bgj_v,ns:m.0bfn7f,ns:computer.programming_language.influenced_by
ns:m.0bgnn8,ns:m.01k159,ns:computer.programming_language.influenced_by
ns:m.0bgnn8,ns:m.01t6b,ns:computer.programming_language.influenced_by
ns:m.0bgnn8,ns:m.04kyw,ns:computer.programming_language.influenced_by
ns:m.0bgnn8,ns:m.055mc,ns:computer.programming_language.influenced_by
ns:m.0bgnn8,ns:m.07sbkfb,ns:computer.programming_language.influenced_by
ns:m.0bm90n,ns:m.02f70,ns:computer.programming_language.influenced
ns:m.0bm90n,ns:m.0gzl9z,ns:computer.programming_language.influenced
ns:m.0bm90n,ns:m.01b5hv,ns:computer.programming_language.influenced_by
ns:m.0bm90n,ns:m.01tlw,ns:computer.programming_language.influenced_by
ns:m.0bm90n,ns:m.01zl2k,ns:computer.programming_language.influenced_by
ns:m.0bm90n,ns:m.02f70,ns:computer.programming_language.influenced_by
ns:m.0bm90n,ns:m.03ks39,ns:computer.programming_language.influenced_by
ns:m.0bm90n,ns:m.042tk1,ns:computer.programming_language.influenced_by
ns:m.0bm90n,ns:m.042v5f,ns:computer.programming_language.influenced_by
ns:m.0bm90n,ns:m.042v6x,ns:computer.programming_language.influenced_by
ns:m.0bm90n,ns:m.06zrb,ns:computer.programming_language.influenced_by
ns:m.0bm90n,ns:m.04kyw,ns:computer.programming_language.parent_language
ns:m.0bmhrl1,ns:m.03nk21,ns:computer.programming_language.parent_language
ns:m.0bp8q,ns:m.02p97,ns:computer.programming_language.influenced_by
ns:m.0bp8q,ns:m.03g20,ns:computer.programming_language.influenced_by
ns:m.0bp8q,ns:m.04kyw,ns:computer.programming_language.influenced_by
ns:m.0bp8q,ns:m.07dh_,ns:computer.programming_language.influenced_by
ns:m.0bp8q,ns:m.0jgqg,ns:computer.programming_language.influenced_by
ns:m.0brz3l,ns:m.04kyw,ns:computer.programming_language.parent_language
ns:m.0bs2s4,ns:m.04zzxjs,ns:computer.programming_language.influenced
ns:m.0bs2s4,ns:m.01m1y8,ns:computer.programming_language.influenced_by
ns:m.0bs2s4,ns:m.055mc,ns:computer.programming_language.influenced_by
ns:m.0bs2s4,ns:m.0pkgc,ns:computer.programming_language.parent_language
ns:m.0bsb33,ns:m.02yjg_,ns:computer.programming_language.influenced_by
ns:m.0bsb33,ns:m.05y49,ns:computer.programming_language.influenced_by
ns:m.0bsb33,ns:m.07657k,ns:computer.programming_language.influenced_by
ns:m.0bsb33,ns:m.02yjg_,ns:computer.programming_language.parent_language
ns:m.0bss63,ns:m.051624,ns:computer.programming_language.influenced_by
ns:m.0bvh22,ns:m.01zpg,ns:computer.programming_language.influenced
ns:m.0bvh22,ns:m.0l6nk,ns:computer.programming_language.influenced_by
ns:m.0bwsp,ns:m.05y49,ns:computer.programming_language.influenced_by
ns:m.0bwsp,ns:m.0n6y,ns:computer.programming_language.influenced_by
ns:m.0bxzs64,ns:m.09gjwxg,ns:computer.programming_language.influenced
ns:m.0bxzs64,ns:m.02pmq0l,ns:computer.programming_language.influenced_by
ns:m.0bxzs64,ns:m.05y49,ns:computer.programming_language.influenced_by
ns:m.0by8xd,ns:m.03nk21,ns:computer.programming_language.influenced_by
ns:m.0by8xd,ns:m.06zrb,ns:computer.programming_language.influenced_by
ns:m.0c00_c,ns:m.06zrb,ns:computer.programming_language.parent_language
ns:m.0c1_l,ns:m.01q7b0,ns:computer.programming_language.influenced
ns:m.0c1r9r,ns:m.0swpzmh,ns:computer.programming_language.influenced
ns:m.0c1r9r,ns:m.02s7zd,ns:computer.programming_language.influenced_by
ns:m.0c1r9r,ns:m.03j_q,ns:computer.programming_language.influenced_by
ns:m.0c1r9r,ns:m.0674cj,ns:computer.programming_language.influenced_by
ns:m.0c1r9r,ns:m.03j_q,ns:computer.programming_language.parent_language
ns:m.0c3wj7j,ns:m.02471,ns:computer.programming_language.influenced_by
ns:m.0c_knm,ns:m.01grf1,ns:computer.programming_language.influenced_by
ns:m.0cglf,ns:m.02qdfmg,ns:computer.programming_language.influenced
ns:m.0chn2,ns:m.05vpz,ns:computer.programming_language.influenced
ns:m.0chn2,ns:m.0k04hrk,ns:computer.programming_language.dialects
ns:m.0chpd,ns:m.01vtm2,ns:computer.programming_language.influenced
ns:m.0chpd,ns:m.02p97,ns:computer.programming_language.influenced
ns:m.0chpd,ns:m.02qwj88,ns:computer.programming_language.influenced
ns:m.0chpd,ns:m.048z5w,ns:computer.programming_language.influenced
ns:m.0chpd,ns:m.05mxmzj,ns:computer.programming_language.influenced
ns:m.0chpd,ns:m.06ff5,ns:computer.programming_language.influenced
ns:m.0chpd,ns:m.084pb2,ns:computer.programming_language.influenced
ns:m.0chpd,ns:m.0f1qvd,ns:computer.programming_language.influenced
ns:m.0chpd,ns:m.0gsfll,ns:computer.programming_language.influenced
ns:m.0chpd,ns:m.0j3djl7,ns:computer.programming_language.influenced
ns:m.0chpd,ns:m.0jt5dtg,ns:computer.programming_language.influenced
ns:m.0chpd,ns:m.0x21wvz,ns:computer.programming_language.influenced
ns:m.0chpd,ns:m.02471,ns:computer.programming_language.influenced_by
ns:m.0chpd,ns:m.03tr0,ns:computer.programming_language.influenced_by
ns:m.0chpd,ns:m.04kyw,ns:computer.programming_language.influenced_by
ns:m.0chpd,ns:m.05y49,ns:computer.programming_language.influenced_by
ns:m.0chpd,ns:m.06zrb,ns:computer.programming_language.influenced_by
ns:m.0chpd,ns:m.079lq,ns:computer.programming_language.influenced_by
ns:m.0chpd,ns:m.0gd42,ns:computer.programming_language.influenced_by
ns:m.0chpd,ns:m.0jgqg,ns:computer.programming_language.influenced_by
ns:m.0chpd,ns:m.0kzb_,ns:computer.programming_language.influenced_by
ns:m.0chpd,ns:m.0q2c,ns:computer.programming_language.influenced_by
ns:m.0chpd,ns:m.0hjlb4k,ns:computer.programming_language.dialects
ns:m.0ck33d,ns:m.05vpz,ns:computer.programming_language.influenced_by
ns:m.0ckv51,ns:m.04kyw,ns:computer.programming_language.influenced_by
ns:m.0cm55,ns:m.08745,ns:computer.programming_language.parent_language
ns:m.0csw7l,ns:m.01h67x,ns:computer.programming_language.influenced_by
ns:m.0cvc9,ns:m.01tlw,ns:computer.programming_language.influenced
ns:m.0cvc9,ns:m.04kyw,ns:computer.programming_language.parent_language
ns:m.0cvcp,ns:m.01tlw,ns:computer.programming_language.influenced
ns:m.0cvcp,ns:m.04kyw,ns:computer.programming_language.parent_language
ns:m.0cz9tkr,ns:m.05y49,ns:computer.programming_language.influenced_by
ns:m.0cz9tkr,ns:m.06zrb,ns:computer.programming_language.influenced_by
ns:m.0cz9tkr,ns:m.07657k,ns:computer.programming_language.influenced_by
ns:m.0cz9tkr,ns:m.07sbkfb,ns:computer.programming_language.influenced_by
ns:m.0czfwr,ns:m.0q1d,ns:computer.programming_language.influenced_by
ns:m.0d4x4t,ns:m.075st,ns:computer.programming_language.parent_language
ns:m.0d6slq,ns:m.0d99z3,ns:computer.programming_language.influenced_by
ns:m.0d99vn,ns:m.0d99z3,ns:computer.programming_language.dialects
ns:m.0d99z3,ns:m.03gm6gt,ns:computer.programming_language.influenced
ns:m.0d99z3,ns:m.03gm6hk,ns:computer.programming_language.influenced
ns:m.0d99z3,ns:m.0d6slq,ns:computer.programming_language.influenced
ns:m.0d99z3,ns:m.03gm66v,ns:computer.programming_language.influenced_by
ns:m.0d99z3,ns:m.070d2,ns:computer.programming_language.influenced_by
ns:m.0d99z3,ns:m.0d99vn,ns:computer.programming_language.parent_language
ns:m.0d_rd,ns:m.0dgcxwt,ns:computer.programming_language.influenced
ns:m.0d_rd,ns:m.05kl94h,ns:computer.programming_language.dialects
ns:m.0d_rd,ns:m.05kl94q,ns:computer.programming_language.dialects
ns:m.0dbjtf,ns:m.02ky6z,ns:computer.programming_language.influenced_by
ns:m.0dbjtf,ns:m.07657k,ns:computer.programming_language.influenced_by
ns:m.0dg7746,ns:m.0dg7773,ns:computer.programming_language.dialects
ns:m.0dg7746,ns:m.01b5k,ns:computer.programming_language.parent_language
ns:m.0dg7773,ns:m.0dg7746,ns:computer.programming_language.parent_language
ns:m.0dg778l,ns:m.01b5k,ns:computer.programming_language.parent_language
ns:m.0dg9lh5,ns:m.070d2,ns:computer.programming_language.influenced_by
ns:m.0dgcxwt,ns:m.0d_rd,ns:computer.programming_language.influenced_by
ns:m.0dktz,ns:m.04kyw,ns:computer.programming_language.parent_language
ns:m.0dndhc,ns:m.0428xx,ns:computer.programming_language.influenced
ns:m.0dndhc,ns:m.01t6b,ns:computer.programming_language.influenced_by
ns:m.0dndhc,ns:m.01t6b,ns:computer.programming_language.parent_language
ns:m.0ds703q,ns:m.03n0b_,ns:computer.programming_language.influenced_by
ns:m.0dsbpg6,ns:m.010sd4y3,ns:computer.programming_language.influenced
ns:m.0dsbpg6,ns:m.07657k,ns:computer.programming_language.influenced
ns:m.0dsbpg6,ns:m.0ncc1sv,ns:computer.programming_language.influenced
ns:m.0dsbpg6,ns:m.0swpzmh,ns:computer.programming_language.influenced
ns:m.0dsbpg6,ns:m.010sd4y3,ns:computer.programming_language.influenced_by
ns:m.0dsbpg6,ns:m.01j9gq,ns:computer.programming_language.influenced_by
ns:m.0dsbpg6,ns:m.01t6b,ns:computer.programming_language.influenced_by
ns:m.0dsbpg6,ns:m.024v8,ns:computer.programming_language.influenced_by
ns:m.0dsbpg6,ns:m.0260ysc,ns:computer.programming_language.influenced_by
ns:m.0dsbpg6,ns:m.02mm3,ns:computer.programming_language.influenced_by
ns:m.0dsbpg6,ns:m.03j_q,ns:computer.programming_language.influenced_by
ns:m.0dsbpg6,ns:m.055mc,ns:computer.programming_language.influenced_by
ns:m.0dsbpg6,ns:m.067916,ns:computer.programming_language.influenced_by
ns:m.0dsbpg6,ns:m.06ff5,ns:computer.programming_language.influenced_by
ns:m.0dsbpg6,ns:m.06qcc5,ns:computer.programming_language.influenced_by
ns:m.0dsbpg6,ns:m.06zrb,ns:computer.programming_language.influenced_by
ns:m.0dsbpg6,ns:m.073yv,ns:computer.programming_language.influenced_by
ns:m.0dsbpg6,ns:m.07657k,ns:computer.programming_language.influenced_by
ns:m.0dsbpg6,ns:m.07k808l,ns:computer.programming_language.influenced_by
ns:m.0dsbpg6,ns:m.0974fb,ns:computer.programming_language.influenced_by
ns:m.0dsbpg6,ns:m.09gdqsb,ns:computer.programming_language.influenced_by
ns:m.0dsbpg6,ns:m.0f2l04,ns:computer.programming_language.influenced_by
ns:m.0dsbpg6,ns:m.0jgqg,ns:computer.programming_language.influenced_by
ns:m.0dsbpg6,ns:m.0n6y,ns:computer.programming_language.influenced_by
ns:m.0dsbpg6,ns:m.0pkgc,ns:computer.programming_language.influenced_by
ns:m.0dzjl,ns:m.02r5chy,ns:computer.programming_language.influenced
ns:m.0dzjl,ns:m.070d2,ns:computer.programming_language.influenced_by
ns:m.0dzjl,ns:m.0h22q,ns:computer.programming_language.influenced_by
ns:m.0f1qvd,ns:m.05z1_,ns:computer.programming_language.influenced_by
ns:m.0f1qvd,ns:m.05zrn,ns:computer.programming_language.influenced_by
ns:m.0f1qvd,ns:m.084pb2,ns:computer.programming_language.influenced_by
ns:m.0f1qvd,ns:m.0chpd,ns:computer.programming_language.influenced_by
ns:m.0f1qvd,ns:m.0jgqg,ns:computer.programming_language.influenced_by
ns:m.0f2l04,ns:m.0dsbpg6,ns:computer.programming_language.influenced
ns:m.0ffx3,ns:m.03s53r,ns:computer.programming_language.influenced_by
ns:m.0fkk97,ns:m.05y49,ns:computer.programming_language.influenced_by
ns:m.0fkk97,ns:m.05z1_,ns:computer.programming_language.influenced_by
ns:m.0fl2d,ns:m.019p2,ns:computer.programming_language.influenced_by
ns:m.0fl2d,ns:m.019wx,ns:computer.programming_language.influenced_by
ns:m.0fp_1y,ns:m.01dpgv,ns:computer.programming_language.influenced
ns:m.0fp_1y,ns:m.01fln6,ns:computer.programming_language.influenced
ns:m.0fp_1y,ns:m.01jpx_,ns:computer.programming_language.influenced
ns:m.0fp_1y,ns:m.06zql6g,ns:computer.programming_language.influenced
ns:m.0fp_1y,ns:m.07657k,ns:computer.programming_language.influenced
ns:m.0fp_1y,ns:m.080l1,ns:computer.programming_language.influenced
ns:m.0fp_1y,ns:m.0qfpn2q,ns:computer.programming_language.influenced
ns:m.0fp_1y,ns:m.0vztqsk,ns:computer.programming_language.influenced
ns:m.0fp_1y,ns:m.019p2,ns:computer.programming_language.influenced_by
ns:m.0fp_1y,ns:m.0h22q,ns:computer.programming_language.influenced_by
ns:m.0fpgc8s,ns:m.01vtm2,ns:computer.programming_language.influenced_by
ns:m.0fpgc8s,ns:m.02mm3,ns:computer.programming_language.influenced_by
ns:m.0fpgc8s,ns:m.06ff5,ns:computer.programming_language.influenced_by
ns:m.0fpgc8s,ns:m.070d2,ns:computer.programming_language.influenced_by
ns:m.0fqrgs4,ns:m.019p2,ns:computer.programming_language.parent_language
ns:m.0fs0gv,ns:m.02yrkx,ns:computer.programming_language.influenced
ns:m.0fs5n,ns:m.03j_q,ns:computer.programming_language.influenced
ns:m.0fs5n,ns:m.06svrt,ns:computer.programming_language.influenced
ns:m.0fs5n,ns:m.01t6b,ns:computer.programming_language.influenced_by
ns:m.0fs5n,ns:m.02_94,ns:computer.programming_language.influenced_by
ns:m.0fs5n,ns:m.0555r6,ns:computer.programming_language.influenced_by
ns:m.0fs5n,ns:m.05y49,ns:computer.programming_language.influenced_by
ns:m.0g6kp3,ns:m.07sbkfb,ns:computer.programming_language.influenced_by
ns:m.0g90qh,ns:m.03j_q,ns:computer.programming_language.influenced_by
ns:m.0gb_wh,ns:m.02p6w,ns:computer.programming_language.influenced_by
ns:m.0gb_wh,ns:m.070d2,ns:computer.programming_language.influenced_by
ns:m.0gb_wh,ns:m.0gd42,ns:computer.programming_language.influenced_by
ns:m.0gd42,ns:m.010f6pwn,ns:computer.programming_language.influenced
ns:m.0gd42,ns:m.019syg,ns:computer.programming_language.influenced
ns:m.0gd42,ns:m.01p8vv,ns:computer.programming_language.influenced
ns:m.0gd42,ns:m.01vtm2,ns:computer.programming_language.influenced
ns:m.0gd42,ns:m.02p97,ns:computer.programming_language.influenced
ns:m.0gd42,ns:m.02vhb8,ns:computer.programming_language.influenced
ns:m.0gd42,ns:m.02vmqtb,ns:computer.programming_language.influenced
ns:m.0gd42,ns:m.03m7hp,ns:computer.programming_language.influenced
ns:m.0gd42,ns:m.03r9by,ns:computer.programming_language.influenced
ns:m.0gd42,ns:m.040ysg,ns:computer.programming_language.influenced
ns:m.0gd42,ns:m.0521z,ns:computer.programming_language.influenced
ns:m.0gd42,ns:m.06kw5,ns:computer.programming_language.influenced
ns:m.0gd42,ns:m.09bhx,ns:computer.programming_language.influenced
ns:m.0gd42,ns:m.0chpd,ns:computer.programming_language.influenced
ns:m.0gd42,ns:m.0gb_wh,ns:computer.programming_language.influenced
ns:m.0gd42,ns:m.0gfwm,ns:computer.programming_language.influenced
ns:m.0gd42,ns:m.0h64wm7,ns:computer.programming_language.influenced
ns:m.0gd42,ns:m.070d2,ns:computer.programming_language.influenced_by
ns:m.0gd42,ns:m.0gfwm,ns:computer.programming_language.dialects
ns:m.0gdxqx,ns:m.019p2,ns:computer.programming_language.influenced
ns:m.0gdxqx,ns:m.01t6b,ns:computer.programming_language.influenced
ns:m.0gdxqx,ns:m.022l8q,ns:computer.programming_language.influenced
ns:m.0gdxqx,ns:m.02_94,ns:computer.programming_language.influenced
